id|identifier|fullName|otherNames|legalForm|predecessor|successor|address|buildingNumber|street|municipality|postalCodes|country|establishmentDate|terminationDate
4741845|42421021|Boxerský klub SM||Združenie (zväz, spolok, spoločnosť, klub ai.)||||62|Sadová|Vranov nad Topľou|['09303']|Slovenská republika|2015-05-15|
9371609|00332429|Obec Holčíkovce||Obec (obecný úrad), mesto (mestský úrad)|||Holčíkovce, Holčíkovce 40|40|Holčíkovce|Holčíkovce|['09405']|Slovenská republika|1973-07-01|
9372811|00332411|Obec Hlinné||Obec (obecný úrad), mesto (mestský úrad)|||Hlinné, Hlinné 74|74|Hlinné|Hlinné|['09435']|Slovenská republika|1973-07-01|
2742989|34897909|Ladislav Feník||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||13|Okulka|Vranov nad Topľou|['09301']|Slovenská republika|1995-10-01|
9694976|35514027|Arcidiecézna charita Košice||Cirkevná organizácia|||Košice - mestská časť Staré Mesto, Bočná 417/2, 04001, Slovenská republika|2|Bočná|Košice - mestská časť Staré Mesto|['04001']|Slovenská republika|1996-01-01|
300427|46167145|Veríme v Zábavu, s.r.o.||Spoločnosť s ručením obmedzeným||||3745/86|Pod Brezinou|Trenčín|['91101']|Slovenská republika|2011-05-04|
967048|31725147|RD-SYSTÉM, s.r.o.||Spoločnosť s ručením obmedzeným||||7||Rakovec nad Ondavou|['07203']|Slovenská republika|1996-04-01|
2746747|46668560|Marek Podolinský||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||45|Dlhá|Sačurov|['09413']|Slovenská republika|2012-05-04|
651948|43894810|VÁHOPROJEKT, s. r. o.||Spoločnosť s ručením obmedzeným||||13|Exnárova|Prešov|['08001']|Slovenská republika|2008-01-26|
651168|44729308|Urban Planning s.r.o.||Spoločnosť s ručením obmedzeným||||11909/8|Na vyhliadke|Prešov - Solivar|['08005']|Slovenská republika|2009-04-07|
9388671|00802751|Vojenský historický ústav||Rozpočtová organizácia|||Bratislava - mestská časť Ružinov, Krajná 1462/27, 82104, Slovenská republika|27|Krajná|Bratislava - mestská časť Ružinov|['82104']|Slovenská republika|1994-05-01|
730617|36489760|ASCARI s.r.o.||Spoločnosť s ručením obmedzeným||||1661/95|Na hrunku|Vranov nad Topľou|['09301']|Slovenská republika|2003-12-19|
9806871|52212220|KHM s. r. o.||Spoločnosť s ručením obmedzeným||||2031/61|Bardejovská|Ľubotice - Šarišské Lúky|['08006']|Slovenská republika|2019-02-14|
691098|46846824|NARNIAN s.r.o.||Spoločnosť s ručením obmedzeným||||2730|Duklianskych hrdinov|Vranov nad Topľou|['09301']|Slovenská republika|2012-09-25|
233810|31432981|A S C spol. s r.o.||Spoločnosť s ručením obmedzeným||||17|Čerešňová|Banská Bystrica|['97405']|Slovenská republika|1993-04-16|
1196814|47851651|Ing. Matúš Rusnák - Záhradná architektúra||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Klokočov|['07231']|Slovenská republika|2014-07-09|
9371822|00332631|Obec Ondavské Matiašovce||Obec (obecný úrad), mesto (mestský úrad)|||Ondavské Matiašovce, Ondavské Matiašovce 201, 09401, Slovenská republika|201|Ondavské Matiašovce|Ondavské Matiašovce|['09401']|Slovenská republika|1973-07-01|
1010297|35914921|Železničná spoločnosť Cargo Slovakia, a.s.||Akciová spoločnosť||||28B|Tomášikova|Bratislava - mestská časť Ružinov|['821 01']|Slovenská republika|2005-01-01|
712343|36442151|Stredoslovenská distribučná, a.s.||Akciová spoločnosť||||2927/8|Pri Rajčianke|Žilina|['01047']|Slovenská republika|2006-04-08|
9840535|52295478|Hrabovčan s. r. o., r.s.p.||Spoločnosť s ručením obmedzeným||||153||Nižný Hrabovec|['094 21']|Slovenská republika|2019-03-23|
621173|45483078|MEDIINVEST Consulting, s.r.o.||Spoločnosť s ručením obmedzeným||||15|Lipová|Veľký Šariš|['08221']|Slovenská republika|2010-04-14|
701982|Neuvedené|||Národný výbor|||||||||1983-10-24|2017-06-23
1719028|43154816|Martin Zeleňák - STRECHSTAV||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||303|Pri parku|Strážske|['07222']|Slovenská republika|1999-06-01|
286982|44291809|||Spoločnosť s ručením obmedzeným|||||||||2008-07-18|2022-07-01
2663886|47871440|Ing. Peter Olách||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Sedliská|['09409']|Slovenská republika|2014-08-01|
753844|44727194|P.S. ARCH s. r. o.||Spoločnosť s ručením obmedzeným||||614/58/A|SNP|Rozhanovce|['04442']|Slovenská republika|2009-04-16|
16082355|54314399|Nadácia TIPSPORT||Nadácia||||14|Jána Kalinčiaka|Žilina|['010 01']|Slovenská republika|2021-12-31|
1459653|40791785|Ing. Ján Kuko - REVILO||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||43|Žižkova|Košice - mestská časť Juh|['04001']|Slovenská republika|2003-07-25|
1028029|30814677|XEROX LIMITED, organizačná zložka podniku zahraničnej osoby||Nešpecifikovaná právna forma||||7/A|Plynárenská|Bratislava - mestská časť Ružinov|['821 09']|Slovenská republika|1993-12-28|
960111|45994285|PRO - CONSULT s.r.o.||Spoločnosť s ručením obmedzeným||||471|Lekárovce|Lekárovce|['07254']|Slovenská republika|2011-03-25|
1705499|11959321|Ing. Anton Béreš Stavrekon||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Pavlovce nad Uhom|['07214']|Slovenská republika|1992-09-15|
9362318|51197219|STK REALITY s.r.o.||Spoločnosť s ručením obmedzeným||||4114|Strojárska|Snina|['06901']|Slovenská republika|2017-11-10|
453320|36526606|PARAPETROL a.s.||Akciová spoločnosť||||15|Štefánikova|Nitra|['94901']|Slovenská republika|1998-02-17|
7184205|50394550|Seniorklub, n.o.||Nezisková organizácia poskytujúca všeobecne prospešné služby||||89|Komárany|Komárany|['09301']|Slovenská republika|2016-06-16|
8542346|50444026|ENAU s. r. o.||Spoločnosť s ručením obmedzeným||||59||Komárany|['09301']|Slovenská republika|2016-07-30|
1008746|45860637|MET Slovakia, a. s.||Akciová spoločnosť||||7|Rajská|Bratislava|['81108']|Slovenská republika|2010-10-05|
13435091|00164984|Divadlo Alexandra Duchnoviča||Príspevková organizácia|||Prešov, Jarková 77, 08001, Slovenská republika|77|Jarková|Prešov|['08001']|Slovenská republika|1972-01-01|
14878534|53310799|HOMIS s.r.o.||Spoločnosť s ručením obmedzeným||||1|Seberíniho|Bratislava - mestská časť Ružinov|['821 03']|Slovenská republika|2020-09-23|
217467|46759786|IT Academy s. r. o.||Spoločnosť s ručením obmedzeným||||12570/50A|Tomášikova|Bratislava - mestská časť Nové Mesto|['83104']|Slovenská republika|2012-07-20|
685344|45329478|ŠTÝL EU s. r. o.||Spoločnosť s ručením obmedzeným||||23||Vyšný Kazimír|['09409']|Slovenská republika|2010-05-28|
16958759|37873431|Centrum voľného času, M. R. Štefánika 870, Vranov nad Topľou||Rozpočtová organizácia||||870|M. R. Štefánika|Vranov nad Topľou||Slovenská republika|1953-09-01|
9667406|30845572|Ministerstvo obrany Slovenskej republiky||Rozpočtová organizácia|||Bratislava - mestská časť Nové Mesto, Námestie generála Viesta 11694/2, 83247, Slovenská republika|2|Námestie generála Viesta|Bratislava - mestská časť Nové Mesto|['83247']|Slovenská republika|1993-01-01|
970284|36216224|HOOK, s.r.o.||Spoločnosť s ručením obmedzeným||||6|Toryská|Košice|['04011']|Slovenská republika|2002-09-11|
327909|48136999|Packeta Slovakia s. r. o.||Spoločnosť s ručením obmedzeným||||1E|Sliačska|Bratislava - mestská časť Nové Mesto|['83102']|Slovenská republika|2015-07-10|
612601|44514557|CITY LIGHT SLOVAKIA s.r.o.||Spoločnosť s ručením obmedzeným||||18|Suchý Jarok|Humenné|['06601']|Slovenská republika|2009-01-01|
6102600|50078275|HC Bulls Vranov||Združenie (zväz, spolok, spoločnosť, klub ai.)||||106|Mlynská|Vranov nad Topľou|['09301']|Slovenská republika|2015-12-03|
280934|47129671|ETIKO s. r. o.||Spoločnosť s ručením obmedzeným||||10|Gemerská|Nitra|['949 01']|Slovenská republika|2013-04-20|
3493176|41083814|Ladislav Džatko JUNIOR||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Lieskovec|['06745']|Slovenská republika|2004-03-01|
684578|36492604|APL plus, s.r.o.||Spoločnosť s ručením obmedzeným||||10|Strojnícka|Prešov|['08001']|Slovenská republika|2004-04-03|
3557332|37369806|Ing. Katarína Ježová||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||61|Námestie slobody|Humenné|['06601']|Slovenská republika|2000-09-25|
649451|36770396|FEDAN s.r.o.||Spoločnosť s ručením obmedzeným||||2|Weberova|Prešov|['08001']|Slovenská republika|2007-04-27|
707146|36672297|Severoslovenské vodárne a kanalizácie, a. s.||Akciová spoločnosť||||1960|Bôrická cesta|Žilina|['01057']|Slovenská republika|2006-09-07|
483374|36040461|Team TENEX s.r.o.||Spoločnosť s ručením obmedzeným||||1078/16|Lieskovská cesta|Zvolen|['960 01']|Slovenská republika|2000-03-13|
696688|46571019|Tribiano s. r. o.||Spoločnosť s ručením obmedzeným||||6754/6|Urxova|Prešov|['08001']|Slovenská republika|2012-03-07|
688486|36471950|EKO-FBB s.r.o.||Spoločnosť s ručením obmedzeným||||1055|Lúčna|Vranov nad Topľou|['09301']|Slovenská republika|2001-03-19|
504922|31641440|KOBIT - SK, s.r.o.||Spoločnosť s ručením obmedzeným||||2970/48|M.R.Štefánika|Dolný Kubín|['02601']|Slovenská republika|1995-12-18|
779774|36477508|SAD Humenné, a.s.||Akciová spoločnosť||||1|Fidlikova|Humenné|['06643']|Slovenská republika|2002-01-01|
987273|47400781|Spoločnosť pre skladovanie, a.s.||Akciová spoločnosť||||461||Trakovice|['91933']|Slovenská republika|2013-09-04|
670110|36712736|KRAJSPOL SK, s.r.o.||Spoločnosť s ručením obmedzeným||||14|Závodská cesta|Žilina|['01001']|Slovenská republika|2006-12-15|
9731724|31979122|Rímskokatolícka farnosť sv. Anny, Turany nad Ondavou||Cirkevná organizácia|||Turany nad Ondavou, 26, 09033, Slovenská republika|||Turany nad Ondavou|['09033']|Slovenská republika|1990-01-01|
2871724|41879171|Ing. arch. Martin Baloga||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||23|Námestie svätého Egídia|Poprad|['05801']|Slovenská republika|2005-07-01|
370237|36537551|TM Consulting, s.r.o.||Spoločnosť s ručením obmedzeným||||26|Dolnohorská|Nitra|['94901']|Slovenská republika|2000-08-18|
774012|31608426|EURO MEDIA Košice, s.r.o.||Spoločnosť s ručením obmedzeným||||104|Rastislavova|Košice|['04001']|Slovenská republika|1994-06-07|
643112|31722709|7P s.r.o.||Spoločnosť s ručením obmedzeným||||1077|Herlianska|Vranov nad Topľou|['09303']|Slovenská republika|1996-02-15|
3269927|10739548|Ing. Michal Gajdoš - GM-PROJEKTOVÁ KANCELÁRIA||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||15|Poľná|Prešov|['08006']|Slovenská republika|1992-06-11|
9372059|42355613|Štátny veterinárny a potravinový ústav||Príspevková organizácia|||Dolný Kubín, Jánoškova 1611/58, časť obce: Dolný Kubín, 02601, Slovenská republika|58|Jánoškova|Dolný Kubín|['02601']|Slovenská republika|2014-01-01|
15119521|00893331|Stredná odborná škola informačných technológii, Ostrovského 1, Košice||Príspevková organizácia||||1|Ostrovského|Košice - mestská časť Juh||Slovenská republika|1991-01-04|
9975422|52461785|Mgr. Ivana Loziňaková||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Kružlov|['08604']|Slovenská republika|2019-07-01|
971630|36170291|ZORA - MIMEX servis, s.r.o.||Spoločnosť s ručením obmedzeným||||č. 376||Brzotín|['04951']|Slovenská republika|1997-02-11|
405307|46578528|Technichlad, s.r.o.||Spoločnosť s ručením obmedzeným||||40|Nákovná|Bratislava - mestská časť Podunajské Biskupice|['821 06']|Slovenská republika|2012-03-10|
331644|47241888|OLI ihriská s. r. o.||Spoločnosť s ručením obmedzeným||||230||Jasová|['94134']|Slovenská republika|2012-09-26|
3555483|14317141|Ing. arch. Michal Legdan - PROJEX||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||16|Masarykova|Prešov|['08001']|Slovenská republika|1992-05-18|
9388477|30416094|Ministerstvo dopravy Slovenskej republiky||Rozpočtová organizácia|||Bratislava - mestská časť Staré Mesto, Námestie slobody 2902/6, 81005, Slovenská republika|6|Námestie slobody|Bratislava - mestská časť Staré Mesto|['81005']|Slovenská republika|1996-07-01|
919372|36289906|MIVASOFT, spol. s r.o.||Spoločnosť s ručením obmedzeným||||67/14|M.R. Štefánika|Šaľa|['92701']|Slovenská republika|2006-04-01|
13293100|37781391|Vihorlatské múzeum v Humennom||Príspevková organizácia|||Humenné, Námestie slobody 1/1, 06618, Slovenská republika|1|Námestie slobody|Humenné|['06618']|Slovenská republika|1999-04-01|
649987|46617523|ERNEO s.r.o.||Spoločnosť s ručením obmedzeným||||7||Rakovec nad Ondavou|['072 03']|Slovenská republika|2012-04-05|
856249|31685226|REKOM - Košice s.r.o.||Spoločnosť s ručením obmedzeným||||9|Tranovského|Košice|['04001']|Slovenská republika|1994-02-16|
1023786|30792444|BAUER SPEZIALTIEFBAU Gesellschaft m.b.H. - organizačná zložka||Nešpecifikovaná právna forma||||135|Vajnorská|Bratislava - mestská časť Nové Mesto|['83104']|Slovenská republika|2003-02-05|
690465|31671209|Ateliér Urbeko, s.r.o.||Spoločnosť s ručením obmedzeným||||3|Konštantínova|Prešov|['08001']|Slovenská republika|1993-04-29|
1027687|17335345|Slovenský pozemkový fond||Nešpecifikovaná právna forma||||36|Búdková|Bratislava|['81715']|Slovenská republika|1991-08-19|
14551164|35519088|Mestský dom kultúry, príspevková organizácia||Príspevková organizácia|||Vranov nad Topľou, M. R. Štefánika 875/200, časť obce: Vranov, 09301, Slovenská republika|200|M. R. Štefánika|Vranov nad Topľou|['09301']|Slovenská republika|1996-03-01|
9369900|00332950|Obec Vyšný Žipov||Obec (obecný úrad), mesto (mestský úrad)|||Vyšný Žipov, 83|||Vyšný Žipov|['09433']|Slovenská republika|1973-07-01|
9983150|42219281|Rajecká dolina||Nezisková organizácia|||Rajecké Teplice, Nám. SNP 1, Slovenská republika||Nám. SNP|Rajecké Teplice||Slovenská republika|2011-12-28|
9372532|00332364|Obec Ďurďoš||Obec (obecný úrad), mesto (mestský úrad)|||Ďurďoš, 36, 09431, Slovenská republika|||Ďurďoš|['09431']|Slovenská republika|1973-07-01|
9172717|50886771|AQUA PRO EUROPE, a.s.||Akciová spoločnosť||||7|Pod Furčou|Košice - mestská časť Dargovských hrdinov|['04001']|Slovenská republika|2017-05-13|
692670|36498548|ŠTÝL - IVANOV s.r.o.||Spoločnosť s ručením obmedzeným||||23||Vyšný Kazimír|['09409']|Slovenská republika|2004-10-21|
9295798|51050919|Stebel Tek s.r.o.||Spoločnosť s ručením obmedzeným||||4B|Južná trieda|Košice - mestská časť Juh|['040 01']|Slovenská republika|2017-08-09|
907956|36191400|ANTIK Telecom s.r.o.||Spoločnosť s ručením obmedzeným||||10|Čárskeho|Košice|['04001']|Slovenská republika|1999-06-01|
9625308|51779421|TOLEM s.r.o.||Spoločnosť s ručením obmedzeným||||1225/7|Ulica 1. mája|Vranov nad Topľou|['093 01']|Slovenská republika|2018-06-22|
4748467|31945589|Košické folklórne štúdio||Združenie (zväz, spolok, spoločnosť, klub ai.)||||10|Starozagorská|Košice - mestská časť Sídlisko KVP|['04023']|Slovenská republika|1992-12-14|
210594|31396674|Up Slovensko, s. r. o.||Spoločnosť s ručením obmedzeným||||64A|Tomášikova|Bratislava - mestská časť Nové Mesto|['83104']|Slovenská republika|1995-06-14|
403871|46082182|PAPERA s.r.o.||Spoločnosť s ručením obmedzeným||||17|Čerešňová|Banská Bystrica|['97405']|Slovenská republika|2011-03-15|
898398|36705268|GeCom, s.r.o.||Spoločnosť s ručením obmedzeným||||6082/1A|Hviezdoslavova|Michalovce|['07101']|Slovenská republika|2006-12-01|
245334|35843063|ELECTRIK, s.r.o. v konkurze||Spoločnosť s ručením obmedzeným||||54|Mlynské nivy|Bratislava|['82109']|Slovenská republika|2002-09-10|
655730|44449763|KEZ, s.r.o.||Spoločnosť s ručením obmedzeným||||332||Jasenov|['06601']|Slovenská republika|2008-10-17|
1021201|45890935|LAMA energy a. s. - organizačná zložka||Nešpecifikovaná právna forma||||2|Šulekova|Bratislava|['81106']|Slovenská republika|2010-11-09|
363755|47197331|E-VO, s. r. o.||Spoločnosť s ručením obmedzeným||||22|Lovinského|Bratislava - mestská časť Staré Mesto|['81104']|Slovenská republika|2013-06-13|
546995|46186123|Intersystem EU s.r.o.||Spoločnosť s ručením obmedzeným||||295/34|Dukelská|Bytča|['01401']|Slovenská republika|2011-05-20|
1080231|47843438|Mette s. r. o.||Spoločnosť s ručením obmedzeným||||1150/9|Zimná|Košice - mestská časť Staré Mesto|['04001']|Slovenská republika|2014-07-17|
9508608|51475685|mmm architects s.r.o.||Spoločnosť s ručením obmedzeným||||78|Lekárovce|Lekárovce|['072 54']|Slovenská republika|2018-03-13|
627937|36514748|RAMEKO, s.r.o.||Spoločnosť s ručením obmedzeným||||6||Čaklov|['09435']|Slovenská republika|2006-03-27|
642666|36488712|ČECH, s.r.o.||Spoločnosť s ručením obmedzeným||||9|K Surdoku|Prešov|['08001']|Slovenská republika|2003-10-31|
9720250|52006140|LIVING PRO, s. r. o.||Spoločnosť s ručením obmedzeným||||2956/3|Dolné Rudiny, Budova RONDEL OFFICES|Žilina|['01001']|Slovenská republika|2018-10-26|
9371112|00321842|Mesto Bardejov||Obec (obecný úrad), mesto (mestský úrad)|||Bardejov, Radničné námestie 16/16|16|Radničné námestie|Bardejov|['08501']|Slovenská republika|1973-07-01|
9141658|50793632|AGENTURA KRISTINA MUSIC s.r.o.||Spoločnosť s ručením obmedzeným||||149|Vajkovce|Vajkovce|['04443']|Slovenská republika|2017-04-05|
729140|45304726|MMVH s.r.o.||Spoločnosť s ručením obmedzeným||||34/1112|Komenského|Košice|['04001']|Slovenská republika|2010-01-05|
748663|36475891|IKAS, s.r.o.||Spoločnosť s ručením obmedzeným||||48|Námestie Slobody|Humenné|['06601']|Slovenská republika|2001-10-22|
221341|46851658|CYEB s.r.o.||Spoločnosť s ručením obmedzeným||||1415/6|Gusevova|Bratislava - mestská časť Ružinov|['82109']|Slovenská republika|2012-09-26|
9198390|50892851|Morales s.r.o.||Spoločnosť s ručením obmedzeným||||1091||Soľ|['09435']|Slovenská republika|2017-06-02|
596122|36391000|DOXX - Stravné lístky, spol. s r.o.||Spoločnosť s ručením obmedzeným||||356|Kálov|Žilina|['01001']|Slovenská republika|2000-03-22|
4598784|42419123|Centrum futbalových talentov Academy Slovakia||Združenie (zväz, spolok, spoločnosť, klub ai.)||||2|Hríbová|Veľký Šariš|['08221']|Slovenská republika|2015-01-20|
3001234|45676178|Martin Majerčák||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||56|Štúrova|Batizovce|['05935']|Slovenská republika|2010-07-19|
13516119|52953874|ZED - stav, s. r. o.||Spoločnosť s ručením obmedzeným||||52/A|Košická|Bratislava - mestská časť Ružinov|['821 08']|Slovenská republika|2020-03-10|
748891|43850065|RIKOSTAV CONTAINER, s. r. o.||Spoločnosť s ručením obmedzeným||||6||Kobylnice|['08701']|Slovenská republika|2007-12-11|
1074414|45344710|ECOHolding s.r.o.||Spoločnosť s ručením obmedzeným||||2|Tolstého|Košice - mestská časť Sever|['040 01']|Slovenská republika|2010-01-09|
9121682|50778200|TANOT s.r.o.||Spoločnosť s ručením obmedzeným||||48/44|Komenského|Hanušovce nad Topľou|['09431']|Slovenská republika|2017-03-11|
9371160|00332968|Obec Zámutov||Obec (obecný úrad), mesto (mestský úrad)|||Zámutov, 434, 09415, Slovenská republika|||Zámutov|['09415']|Slovenská republika|1973-07-01|
9370366|00325708|Obec Rakovec nad Ondavou||Obec (obecný úrad), mesto (mestský úrad)|||Rakovec nad Ondavou, Rakovec nad Ondavou 209|209|Rakovec nad Ondavou|Rakovec nad Ondavou|['07203']|Slovenská republika|1973-07-01|
2776034|34977139|Ing. Peter Bodor||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Juskova Voľa|['09412']|Slovenská republika|1997-11-25|
761267|46017232|C-H Projekt s.r.o.||Spoločnosť s ručením obmedzeným||||7|Ružová|Michalovce|['07101']|Slovenská republika|2011-01-25|
747867|36456471|AUDIT Consult CD, s.r.o.||Spoločnosť s ručením obmedzeným||||2473|Duklianskych hrdinov|Vranov nad Topľou|['09301']|Slovenská republika|1998-07-16|
15826251|00162957|IVES, organizácia pre informatiku verejnej správy||Príspevková organizácia|||Košice - mestská časť Staré Mesto, Československej armády 1174/20, 04001, Slovenská republika|20|Československej armády|Košice - mestská časť Staré Mesto|['04001']|Slovenská republika|1976-01-01|
9730111|31979416|Rímskokatolícka farnosť Obetovania Pána, Skrabské||Cirkevná organizácia|||Skrabské, 6, 09433, Slovenská republika|||Skrabské|['09433']|Slovenská republika|1990-01-01|
9271015|50954059|GAMATRONIK s.r.o.||Spoločnosť s ručením obmedzeným||||957/19|Janka Kráľa|Vranov nad Topľou|['09301']|Slovenská republika|2017-07-05|
704864|31723764|PROFIMONT s.r.o.||Spoločnosť s ručením obmedzeným||||106||Nová Kelča|['09404']|Slovenská republika|1996-03-05|
9371725|00325503|Obec Moravany||Obec (obecný úrad), mesto (mestský úrad)|||Moravany, Moravany 98|98|Moravany|Moravany|['07203']|Slovenská republika|1973-07-01|
1326222|32529597|Štefan Nagy - FAN-AUTO||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||66|Južná trieda|Košice - mestská časť Juh|['04001']|Slovenská republika|1996-01-12|
946235|31699090|Auto Gábriel, s.r.o. Košice||Spoločnosť s ručením obmedzeným||||č. 70|Osloboditeľov|Košice|['04017']|Slovenská republika|1994-11-07|
652266|36857165|JABLOTRON SECURITY Slovakia s.r.o.||Spoločnosť s ručením obmedzeným||||14|Sasinkova|Žilina|['010 01']|Slovenská republika|2008-03-12|
666561|47424532|Klima - Therm Prešov, s.r.o.||Spoločnosť s ručením obmedzeným||||49||Buclovany|['08643']|Slovenská republika|2013-09-28|
16092120|54356075|Tirpak s.r.o.||Spoločnosť s ručením obmedzeným||||330/56|Severná|Pavlovce nad Uhom|['07214']|Slovenská republika|2022-01-19|
9140349|50825488|Ing. Matúš Karas||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Košarovce|['09406']|Slovenská republika|2017-04-01|
671453|36483711|EKOARCH, spol. s r.o.||Spoločnosť s ručením obmedzeným||||71|Solivarská|Prešov|['08001']|Slovenská republika|2003-02-10|
9625173|51787440|FAJNO s.r.o.||Spoločnosť s ručením obmedzeným||||7|Svätoplukova|Košice - mestská časť Staré Mesto|['04001']|Slovenská republika|2018-06-22|
1045976|35900008|HYCA s.r.o.||Spoločnosť s ručením obmedzeným||||9|Viničnianska cesta|Pezinok|['90201']|Slovenská republika|2004-09-11|
10895729|52828123|Národná koalícia pre digitálne zručnosti a povolania Slovenskej republiky||Záujmové združenie právnických osôb||||2A|Bottova|Bratislava - mestská časť Staré Mesto|['81109']|Slovenská republika|2019-12-09|
587532|35701722|DIGI SLOVAKIA, s.r.o.||Spoločnosť s ručením obmedzeným||||26|Röntgenova|Bratislava|['85101']|Slovenská republika|1996-10-30|
2712325|35345926|Helena Demčáková||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||13|Vajanského|Vranov nad Topľou|['09303']|Slovenská republika|2000-04-19|
9731308|00587150|Congregatio Jesu, Slovenská provincia||Cirkevná organizácia|||Bratislava - mestská časť Ružinov, Liptovská 1244/35|35|Liptovská|Bratislava - mestská časť Ružinov||Slovenská republika|1941-04-16|
485168|44467141|KFP, s. r. o.||Spoločnosť s ručením obmedzeným||||1566|Štefana Moyzesa|Ružomberok|['03401']|Slovenská republika|2008-10-29|
10907746|35514221|Spišská katolícka charita||Cirkevná organizácia|||Spišská Nová Ves, Slovenská 1765/30, časť obce: Spišská Nová Ves, 05201, Slovenská republika|30|Slovenská|Spišská Nová Ves|['05201']|Slovenská republika|1996-01-01|
1006833|35815256|Slovenský plynárenský priemysel, a.s.||Akciová spoločnosť||||44/a|Mlynské nivy|Bratislava|['82511']|Slovenská republika|2001-07-01|
4599768|31784828|Nadácia Pontis||Nadácia||||2|Zelinárska|Bratislava - mestská časť Ružinov|['82108']|Slovenská republika|1997-10-27|
3836409|40805441|Cyril Vadoc BONITTA||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||43|Kpt. Nálepku|Giraltovce|['08701']|Slovenská republika|2004-03-01|
246700|31326528|GEMMA a.s.||Akciová spoločnosť||||50|Odborárska|Bratislava - mestská časť Nové Mesto|['83102']|Slovenská republika|1992-06-25|
9642704|37943324|JUDr. Ing. Michal Plenta, advokát||Slobodné povolanie-fyzická osoba podnikajúca na základe iného ako živnostenského zákona||||42|Sídlisko Okulka|Vranov nad Topľou|['09301']|Slovenská republika|2004-10-16|
749309|45465606|KOVONET Slovakia s. r. o.||Spoločnosť s ručením obmedzeným||||1126/15|Toplianska|Vranov nad Topľou|['09301']|Slovenská republika|2010-03-17|
15693783|53706331|Lioni SR a ČR, D 122||Združenie (zväz, spolok, spoločnosť, klub ai.)||||47|Panská dolina|Nitra|['94901']|Slovenská republika|2021-05-11|
9134536|50803522|TAMALEX s.r.o.||Spoločnosť s ručením obmedzeným||||66|Kúpeľská|Sobrance|['07301']|Slovenská republika|2017-03-28|
426096|44195591|Z + M servis a. s.||Akciová spoločnosť||||17|Martinčekova|Bratislava - mestská časť Ružinov|['82101']|Slovenská republika|2008-05-29|
740753|36213543|FONTÁNA BALKAN spol. s r.o.||Spoločnosť s ručením obmedzeným||||139|M.R.Štefánika|Vranov nad Topľou|['09301']|Slovenská republika|2002-04-11|
9203440|50953541|Marianna Dvorjaková||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Čierne nad Topľou|['09434']|Slovenská republika|2017-06-07|
9749755|52116166|Ekofond SPP, n.o.||Nezisková organizácia poskytujúca všeobecne prospešné služby||||44A|Mlynské nivy|Bratislava - mestská časť Ružinov|['821 09']|Slovenská republika|2018-12-10|
4630762|42233763|Vranovčania pre šport a kultúru||Združenie (zväz, spolok, spoločnosť, klub ai.)||||17|Okulka|Vranov nad Topľou|['09301']|Slovenská republika|2011-11-30|
16275899|47259116|O2 Slovakia, s.r.o.||Spoločnosť s ručením obmedzeným||||40|Pribinova|Bratislava - mestská časť Staré Mesto|['811 09']|Slovenská republika|2022-06-01|
2737954|34327312|Ing. Milan Uhorščák||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Kladzany|['09421']|Slovenská republika|1995-11-28|
16125809|54435293|Správa Tatranského národného parku so sídlom v Tatranskej Lomnici||Príspevková organizácia|||Vysoké Tatry, 14066, časť obce: Tatranská Lomnica, 05960, Slovenská republika|||Vysoké Tatry|['05960']|Slovenská republika|2022-03-31|
744694|46005218|Reinter s.r.o.||Spoločnosť s ručením obmedzeným||||5577/5|Fidlíkova|Humenné|['06601']|Slovenská republika|2011-02-01|
1081061|48208761|OON Design s.r.o.||Spoločnosť s ručením obmedzeným||||1699/48|Slovenskej jednoty|Košice - mestská časť Staré Mesto|['040 01']|Slovenská republika|2015-07-10|
632053|44137761|EUROGASTROP, s. r. o.||Spoločnosť s ručením obmedzeným||||7002/10|Čergovská|Prešov|['08001']|Slovenská republika|2008-04-29|
2683172|||||||||||||2003-03-01|2021-08-31
870661|31708951|AQUING spol. s r.o.||Spoločnosť s ručením obmedzeným||||51|Herlianska|Košice|['04014']|Slovenská republika|1995-05-31|
